timestamp_iso,phase,seq,rssi_dbm,rx_ms,tx_lat,tx_lon,sats,fix_quality,utc_sec,distance_m
2026-07-24T10:37:26.750582+00:00,2,53915,-76.0,24414,-103.55518,155.55856,59908,30,1451062717,-1
2026-07-24T10:38:30.814300+00:00,3,37356,-54.0,88525,66.1561,-31.02919,25748,136,194093066,-1
2026-07-24T10:38:32.815750+00:00,3,28455,-54.0,91101,63.89579,-89.48605,45040,94,3206287597,-1
