idx,label,pkt_idx,session,config,replicate,ts_ms,rssi_dbm,snr_db,crc_ok,bit_err,pcrc16
0,FLRC 650k pa5 L16,0,2608211756,0,1,3299,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3343,-70.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3387,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3431,-70.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3474,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3518,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3561,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3605,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3648,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3692,-72.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3735,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3779,-70.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3822,-70.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3866,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3909,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3953,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,3996,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4040,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4083,-63.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4127,-72.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4170,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4214,-72.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4257,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4301,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4344,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4388,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4431,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4475,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4518,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4562,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4606,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4649,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4693,-72.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4736,-70.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4780,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4823,-70.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4867,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4910,-72.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4954,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,4997,-70.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,5041,-71.0,0.0,0,0,0
0,FLRC 650k pa5 L16,0,2608211756,0,1,5084,-71.0,0.0,0,0,0
