timestamp_iso,cycle,phase,name,freq_mhz,modulation,bitrate_kbps,spreading_factor,bandwidth_khz,tx_sent,rx_received,rx_unique,lost,per_pct,rssi_avg_dbm,rssi_min_dbm,crc_errors,lat,lon,sats,fix_quality,utc_sec,distance_m,throughput_kbps,goodput_kbps,goodput_efficiency_pct,effective_throughput_kbps,theoretical_max_kbps,throughput_efficiency_pct,gps_time_delta_ms,environment,notes
2026-07-24T11:21:17.861895+00:00,-1,9,LF-LoRa-SF12,868,LORA,0,12,250,20,1,0,20,100.0,-12.0,-12.0,0,42.37564,0.39755,8,1,1464492906,1.0,,0.0,0.0,0.0,210,0.0,-1,indoor,
2026-07-24T11:21:43.886800+00:00,-1,10,LF-FLRC-2600,868,FLRC,2600,0,0,200,1,0,200,100.0,-50.0,-50.0,0,189.6022,168.20476,34706,193,16778752,1.0,,0.0,0.0,0.0,2600,0.0,-1,indoor,
2026-07-24T11:22:09.911654+00:00,-1,11,LF-FLRC-1300,868,FLRC,1300,0,0,200,0,0,200,100.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,,0.0,0.0,0.0,1300,0.0,-1,indoor,
2026-07-24T11:22:35.938282+00:00,-1,12,LF-FLRC-650,868,FLRC,650,0,0,200,0,0,200,100.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,,0.0,0.0,0.0,650,0.0,-1,indoor,
2026-07-24T11:23:02.964645+00:00,-1,13,LF-FLRC-325,868,FLRC,325,0,0,200,0,0,200,100.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,,0.0,0.0,0.0,325,0.0,-1,indoor,
2026-07-24T11:23:29.993407+00:00,1,11,LF-FLRC-1300,868,FLRC,1300,0,0,200,21,0,200,100.0,-50.0,-50.0,0,119.19286,129.61717,34706,193,16778240,1.0,,0.0,0.0,0.0,1300,0.0,-1,indoor,
2026-07-24T11:23:56.019107+00:00,1,12,LF-FLRC-650,868,FLRC,650,0,0,200,4,0,200,100.0,-58.0,-58.0,0,-162.94908,-58.12198,2064,68,3730853693,1.0,,0.0,0.0,0.0,650,0.0,-1,indoor,
2026-07-24T11:24:22.043745+00:00,1,13,LF-FLRC-325,868,FLRC,325,0,0,200,0,0,200,100.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,,0.0,0.0,0.0,325,0.0,-1,indoor,
